run_id,algorithm,silhouette_score,n_clusters,eps,min_samples,metric,linkage,init,n_init,covariance_type,n_components,init_params,davies_bouldin_score,calinski_harabasz_score
86898fa601534813baab9fa216a982cd,KMeans,0.34117714079236433,5,0,0,,,random,10,,0,,0.9080575502347097,0.0
cdda9ffd0b3d478c95bfc133972afd1a,KMeans,0.34600581110423156,5,0,0,,,k-means++,20,,0,,0.8904258441115995,0.0
fc1d9dbbf02b4dc2b7db6b442d6cae22,KMeans,0.3280133953261719,5,0,0,,,k-means++,10,,0,,0.926992168903125,0.0
48dd45cb903846d5a0b91a52dda868d6,KMeans,0.2962871907995026,3,0,0,,,random,20,,0,,1.0922120743345085,0.0
44b39202f9df404eaaed1e0efe0f86a2,KMeans,0.2962871907995026,3,0,0,,,random,10,,0,,1.0922120743345085,0.0
0731b25394b74f98a6fa5ad86e41dc56,KMeans,0.2962871907995026,3,0,0,,,k-means++,20,,0,,1.0922120743345085,0.0
931a06664cc34425b5eb30a5c7df8fb8,KMeans,0.2962871907995026,3,0,0,,,k-means++,10,,0,,1.0922120743345085,0.0
e4d1d44e507b42f78c475bd99b294f0a,GMM,0.2999294402916495,9,0,0,,,,0,,9,,0.0,0.0
2695a11fe9ed40929d39ed4e4affe1fb,Hierarchical,0.3029271144593503,9,0,0,,ward,,0,,0,,0.6967476963313107,16.707910210339012
469d1be93e1a4a5f9448cbfe8b0fcf5c,DBSCAN,0.7685028630860249,2,1.0,3,,,,0,,0,,0.0,0.0
bf26041e36aa45c7adaf1b5a1e76a077,K-Means,0.3445493169407181,9,0,0,,,,10,,0,,0.7837751056938244,18.226590454075406
0d0519687de34ea0a668adb22da8b92c,GMM,0.2999294402916495,9,0,0,,,,0,,9,,0.0,0.0
a35b33f3c8144c638c31b3343a90fdf1,Hierarchical,0.3029271144593503,9,0,0,,ward,,0,,0,,0.6967476963313107,16.707910210339012
20ddfee53a304e45b6031f7151ebe001,DBSCAN,0.7685028630860249,2,1.0,3,,,,0,,0,,0.0,0.0
2669a3fa7a5e41a78ca695f6be99d959,K-Means,0.3445493169407181,9,0,0,,,,10,,0,,0.7837751056938244,18.226590454075406
4ccfd4474ec848a8ad9226583b141c02,GMM,0.2999294402916495,9,0,0,,,,0,,9,,0.0,0.0
04d8d4a0d9a440e48ea40657ac3d06d3,Hierarchical,0.3029271144593503,9,0,0,,ward,,0,,0,,0.6967476963313107,16.707910210339012
6a2a875830c8496490cdd401102b4266,DBSCAN,0.7685028630860249,2,1.0,3,,,,0,,0,,0.0,0.0
abe5bfc416d4497f9da723d27a152cd7,K-Means,0.3445493169407181,9,0,0,,,,10,,0,,0.7837751056938244,18.226590454075406
